PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	GOLD, B; KRAUS, RM				GOLD, B; KRAUS, RM			INTEGRATING PHYSICAL WITH FINANCIAL MEASURES FOR MANAGERIAL CONTROLS	ACADEMY OF MANAGEMENT JOURNAL			English	Article																FABRICANT S, 1940, OUTPUT MANUFACTURING, P358; FOULKE R. A, 1961, PRACTICAL FINANCIAL; GOLD B, 1956, ADV MANAGEMENT   APR; GOLD B, 1955, F PRODUCTIVITY ANAL, P101; GUTHMAN HG, 1953, ANAL FINANCIAL STATE; KLINE CA, 1952, NACA B NATIONAL ASS, P1; 1959, STATEMENT STUDIES	7	2	2	0	2	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	2					109	127		10.2307/255020				19	Business; Management	Business & Economics	CFV04	WOS:A1964CFV0400002					2019-01-18	
J	HANEY, WV				HANEY, WV			A COMPARATIVE-STUDY OF UNILATERAL AND BILATERAL COMMUNICATION	ACADEMY OF MANAGEMENT JOURNAL			English	Article																JOHNSON W, 1946, PEOPLE QUANDARIES, P14; Leavitt HJ, 1951, HUM RELAT, V4, P401, DOI 10.1177/001872675100400406; LEAVITT HJ, 1958, MANAGERIAL PSYCHOL, P127	3	3	3	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	2					128	136		10.2307/255021				9	Business; Management	Business & Economics	CFV04	WOS:A1964CFV0400003					2019-01-18	
J	YOUNG, S				YOUNG, S			DESIGNING THE MANAGEMENT-SYSTEM	ACADEMY OF MANAGEMENT JOURNAL			English	Article																DRUCKER PF, 1956, MANAGEMENTS MISSION, P163; JOHNSON RA, 1963, THEORY MANAGEMENT SY, P22; SIMON H, 1960, NEW SCIENCE MANAGERI, P4	3	2	2	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	2					137	148		10.2307/255022				12	Business; Management	Business & Economics	CFV04	WOS:A1964CFV0400004					2019-01-18	
J	MCCANN, EC				MCCANN, EC			AN ASPECT OF MANAGEMENT PHILOSOPHY IN THE UNITED-STATES AND LATIN-AMERICA	ACADEMY OF MANAGEMENT JOURNAL			English	Article																DAVIS RC, 1957, IND ORG MANAGEMENT, P61; DEMADARIAGA S, 1931, ENGLISHMEN FRENCHMEN, P42; FAYERWEATHER J, 1959, EXECUTIVE OVERSEAS, P63; JUCIUS MJ, 1960, ELEMENTS MANAGERIAL, P20; SCHURZ WT, 1954, THIS NEW WORLD, P82; STARK H, 1957, MODERN LATIN AM, P70	6	7	7	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	2					149	152		10.2307/255023				4	Business; Management	Business & Economics	CFV04	WOS:A1964CFV0400005					2019-01-18	
J	KLASSON, CR				KLASSON, CR			BUSINESS GAMING - A PROGRESS REPORT	ACADEMY OF MANAGEMENT JOURNAL			English	Article																COHEN KJ, 1960, J BUS, V33, P303, DOI 10.1086/294361; COHEN KJ, 1961, MANAGEMENT SCI, V7; DALE AG, 1964, RES MONOGRAPH U TEXA; DILL WR, 1961, CALIF MANAGE REV, V3, P39; Greenlaw P. S., 1962, BUSINESS SIMULATION; GREENLAW PS, 1962, BUSINESS SIMULATION, pCH2; HOGGATT AC, 1959, BEHAV SCI, V4, P192; JACKSON JR, 1959, CALIF MANAGE REV, V1, P92, DOI 10.2307/41165351; Kibbee J. M., 1961, MANAGEMENT GAMES; MCKENNEY JL, 1962, J BUS, V35, P278, DOI 10.1086/294511; SHUBIK M, 1960, J AM STAT ASSOC, V55, P736, DOI 10.2307/2281597; THORELLI HB, 1962, J BUS, V35, P287, DOI 10.1086/294512; 1961, 55 AM MAN ASS MAN RE; 1961, APR P C BUS GAM TEAC; 1959, MAY P NAT S MAN GAM	15	5	5	0	3	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	3					175	188		10.2307/255165				14	Business; Management	Business & Economics	CFV05	WOS:A1964CFV0500001					2019-01-18	
J	MILLMAN, RW				MILLMAN, RW			SOME UNSETTLED QUESTIONS IN ORGANIZATION THEORY	ACADEMY OF MANAGEMENT JOURNAL			English	Article																FREDERICK WC, 1963, ACAD MANAGE J, V6, P212, DOI 10.2307/255092; KOMAROVSKY M, 1957, COMMON FRONTIERS SOC, P29; KOONTZ H, 1961, ACADEMY MANAGEMENT J, V4, P175; LAZARSFELD PF, UNPUB CITED INDIRECT; MARCH JAMES G., 1958, ORGANIZATIONS, P12; Mills C. Wright, 1959, SOCIOL IMAGINATION, P25; NORTHROP FSC, 1959, LOGIC SCI HUMANITIES, P17; SHELDON RC, 1952, GENERAL THEORY ACTIO, P36; SHULL F, 1962, ACAD MANAGE J, V5, P124	9	3	3	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	3					189	195		10.2307/255166				7	Business; Management	Business & Economics	CFV05	WOS:A1964CFV0500002					2019-01-18	
J	KOVARSKY, I				KOVARSKY, I			MANAGEMENT, RACIAL-DISCRIMINATION AND APPRENTICE TRAINING-PROGRAMS	ACADEMY OF MANAGEMENT JOURNAL			English	Article																BRUNER, 1960, NATION, V190, P207; CHASAN, 1958, 18 REPORTER, V18, P27; GRAHAM, 1961, CATHOLIC WORLD, V193, P374; GRAHAM, 1961, CATHOLIC WORLD, V193, P376; SACHS, 1963, LAB LJ, V14, P849; *US COMM CIV RIGHT, 1961, EMPL, P95; *US COMM CIV RIGHT, 1961, CIV RIGHTS, P54; 1958, MONTHLY LABOR REV, V81, P1126; 1961, GOVT CONTRACT EMPLOY, P1; 1956, U PITTSBURGH LAW REV, V17, P439; 1963, ENG NEWS RECORD, V171, P43; 1958, MONTHLY LABOR REV, V81, P1134; 1960, MONTHLY LABOR REV, V83, P953; 1958, MONTHLY LABOR REV, V81, P1125; 1961, ENG NEWS RECORD, V167, P80; 1960, MONTHLY LABOR REV, V83, P952; 1960, MONTHLY LABOR REV, V83, P955; 1960, ENG NEWS RECORD, V164, P78	18	2	2	0	2	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	3					196	203		10.2307/255167				8	Business; Management	Business & Economics	CFV05	WOS:A1964CFV0500003					2019-01-18	
J	LEE, HC				LEE, HC			ON INFORMATION TECHNOLOGY AND ORGANIZATION STRUCTURE	ACADEMY OF MANAGEMENT JOURNAL			English	Article																BENDIX R, 1956, WORK AUTHORITY IND I, P211; HARBISON F, 1959, MANAGEMENT INDUSTRIA, P24; HARBISON F, 1956, Q J EC, V70, P368; TANNENBAUM R, 1961, LEADERSHIP ADMINISTR, P263; *US BUR CENS, 1960, BULL, V1276; *US DEP LAB WAG HO, 1954, EXPL B; WEBER CE, 1959, J BUS, V32, P151, DOI 10.1086/294251; WHISLER TL, 1962, ANN AM ACADEMY POLIT, V340, P83; 1963, TIME            0906, V82, P78	9	6	6	1	5	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	3					204	210		10.2307/255168				7	Business; Management	Business & Economics	CFV05	WOS:A1964CFV0500004					2019-01-18	
J	EWING, JS; HARRELL, TW				EWING, JS; HARRELL, TW			FOREIGN-STUDENT ATTITUDES TOWARD AMERICAN-BUSINESS	ACADEMY OF MANAGEMENT JOURNAL			English	Article																GARRETT HE, 1931, STATISTICS PSYCHOL E, pCH9; Likert R, 1932, THESIS COLUMBIA U; SELLTIZ, 1954, RES METHODS SOCIAL R, P184	3	0	0	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	3					211	223		10.2307/255169				13	Business; Management	Business & Economics	CFV05	WOS:A1964CFV0500005					2019-01-18	
J	GREENWOOD, F				GREENWOOD, F			EFFECTIVE LRP REQUIRES ACTION	ACADEMY OF MANAGEMENT JOURNAL			English	Article																	0	2	2	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	3					224	228		10.2307/255170				5	Business; Management	Business & Economics	CFV05	WOS:A1964CFV0500006					2019-01-18	
J	DELBECQ, AL				DELBECQ, AL			MANAGERIAL LEADERSHIP-STYLES IN PROBLEM-SOLVING CONFERENCES	ACADEMY OF MANAGEMENT JOURNAL			English	Article																ALLPORT G, 1945, PSYCHOL REV      MAY, P119; ARGYRIS C, 1957, PERSONALITY ORG, pCH2; ARGYRIS C, 1957, PERSONALITY ORGANIZA, pCH4; BACK KW, 1951, J ABNORM SOC PSYCH, V46, P9, DOI 10.1037/h0058629; Bales R. F., 1953, WORKING PAPERS THEOR, P111; BALES RF, 1951, J ABNORM SOC PSYCH, V46, P485, DOI 10.1037/h0059886; BENNIS WG, 1963, ADMIN SCI QUART, V8, P125, DOI 10.2307/2390897; BERKOWITZ L, 1956, SOCIOMETRY, V19, P210, DOI 10.2307/2785764; Berkowitz Leonard, 1951, THESIS U MICHIGAN; CARTWRIGHT D, 1960, GROUP DYNAMICS; CARZO R, 1963, ADM SCI Q        MAR, P400; DELBECQ A, 1963, THESIS INDIANA U; Fiske D. W., 1961, FUNCT VARIED EXPER, P106; FRENCH JPR, 1960, GROUP DYNAMICS, P607; GARDNER BB, 1948, ADV MGNT, V13, P116; GOLEMBIEWSKI R, 1963, SMALL GROUP, P200; GUETZKOW H, 1951, GROUPS LEADERSHIP ME; Guetzkow H, 1955, MANAGE SCI, V1, P233, DOI 10.1287/mnsc.1.3-4.233; HALL R, 1962, ADM SCI Q        DEC, P296; HALL RH, 1961, THESIS OHIO STATE U; HARE A, 1962, HDB SMALL GROUP RES, P274; Henry WE, 1949, AM J SOCIOL, V54, P286, DOI 10.1086/220363; HERZBERG F, 1962, MOTIVATION WORK; HEYNS W, 1948, THESIS U MICHIGAN; HOMANS G, 1950, HUMAN GROUP, P419; KAUFMAN H, 1962, ADM SCI Q        MAR, P503; LIKERT R, 1959, MODERN ORG THEORY, P195; Likert R., 1961, NEW PATTERNS MANAGEM; LIKERT R, 1961, NEW PATTERNS MANAGEM, P57; LINDESMITH A, 1949, SOCIAL PSYCHOL, P386; LIPPITT R, 1940, U IOWA STUDIES CHILD; LIPPITT R, 1943, CHILD BEHAVIOR DEV; LITWAK E, 1961, AM J SOCIOL, V67, P177, DOI 10.1086/223083; MAIER N, PROBLEM SOLVING DISC, pCH9; MARCH J, 1959, ORGANIZATIONS, pCH2; MARCH J, 1959, ORGANIZATIONS, P177; MARQUIS DG, 1951, GROUPS LEADERSHIP ME; Maslow AH, 1943, PSYCHOL REV, V50, P370, DOI 10.1037/h0054346; McGregor D, 1960, HUMAN SIDE ENTERPRIS; Merton R.K., 1961, COMPLEX ORG SOCIOLOG, P48; MOMENT D, 1963, ROLE DEV INTERPERSON; OLMSTEAD M, 1959, SMALL GROUP, P419; Parsons T., 1949, ESSAYS SOCIOLOGICAL; SAYLES LR, 1963, INDIVIDUALISM BIG BU; SHERIF M, 1956, OUTLINE SOCIAL PSYCH, P174; SHULL F, 1962, SELECTED READINGS MA, P3; SHUTZ W, 1952, S TECHNIQUES MEASURE, P27; SIMON H, 1955, Q J EC           FEB; SIMON H, 1960, NEW SCI MANAGEMENT D, pCH2; SIMON HA, 1958, OPERATIONS RES J JAN; TANNENBAUM R, 1958, HARVARD BUS REV, V36, P95; TANNENBAUM R, 1950, CANADIAN J EC; THOMPSON JD, 1959, COMP STUDIES ADM, P198; WEBER M, 1947, THEORY SOCIAL EC ORG, P330; 1962, BUSINESS WEEK   0106; 1963, BUSINESS WEEK   0302	56	3	3	0	3	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	4					255	268		10.2307/254936				14	Business; Management	Business & Economics	CFV06	WOS:A1964CFV0600001					2019-01-18	
J	ARCHER, SH				ARCHER, SH			THE STRUCTURE OF MANAGEMENT DECISION-THEORY	ACADEMY OF MANAGEMENT JOURNAL			English	Article																Hurwicz Leonid, 1951, OPTIMALITY CRITERIA; Markowitz H, 1959, PORTFOLIO SELECTION; MILLER, 1960, EXECUTIVE DECISIONS, P68; RICHARDS LE, 1963, STUDY POOLED SUBJECT, P48; SAVAGE LJ, 1951, J AM STAT ASSOC, V46, P55, DOI 10.2307/2280094; SCHLAIFER R, 1961, INTRO STATISTICS BUS, pCH10; SHACKLE GLS, 1955, UNCERTAINTY EC OTHER; SHARPE WS, UNPUB BUSINESS FINAN; von Neumann J., 1947, THEORY GAMES EC BEHA	9	4	5	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	4					269	287		10.2307/254937				19	Business; Management	Business & Economics	CFV06	WOS:A1964CFV0600002					2019-01-18	
J	BROWN, DS				BROWN, DS			SUBORDINATES VIEWS OF INEFFECTIVE EXECUTIVE BEHAVIOR	ACADEMY OF MANAGEMENT JOURNAL			English	Article																	0	1	1	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	4					288	299		10.2307/254938				12	Business; Management	Business & Economics	CFV06	WOS:A1964CFV0600003					2019-01-18	
J	MILLER, JJ				MILLER, JJ			AUTOMATION, JOB CREATION, AND UNEMPLOYMENT	ACADEMY OF MANAGEMENT JOURNAL			English	Article																Ashton Thomas S, 1948, IND REVOLUTION 1760; DAVIS K, 1963, ACADEMY MANAGEME DEC, P282; MUELLER, PERSISTENT UNEMPLOYM; MUMFORD L, 1934, TECHNICS CIVILIZATIO, P9; WALLIS WD, 1930, CULTURE PROGR; ZEUNER FE, 1958, DATING PAST	6	0	0	1	5	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	4					300	307		10.2307/254939				8	Business; Management	Business & Economics	CFV06	WOS:A1964CFV0600004					2019-01-18	
J	MILES, RE				MILES, RE			ATTITUDES TOWARD MANAGEMENT THEORY AS A FACTOR IN MANAGERS RELATIONSHIPS WITH THEIR SUPERIORS	ACADEMY OF MANAGEMENT JOURNAL			English	Article																BAVELAS A, 1959, READINGS PERSONNEL A, P270; COATES CH, 1957, ADM SCI Q        SEP, P200; CRONBACH LJ, 1953, PSYCHOL BULL, V50, P456, DOI 10.1037/h0057173; FLEISHMAN EA, 1955, LEADERSHIP SUPERVISI; HAIRE M, 1963, IND RELATIONS    FEB, P95; LIKERT R, 1961, NEW PATTERNS MANAGEM, P89; MCGREGOR D, 1960, HUMAN SIDE ENTERPRIS, P82; PATCHEN M, 1962, ADMIN SCI QUART, V7, P275, DOI 10.2307/2390943; PELZ DC, 1952, PERSONNEL        NOV, P209; SYKES AJM, 1962, HUM RELAT, V15, P227, DOI 10.1177/001872676201500304; YODER D, 1963, ACADEMY MANAGEME SEP, P204; YODER D, 1962, PERSONNEL        JUL, P25; YODER D, 1962, PERSONNEL ADM    SEP, P11	13	16	16	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	4					308	314		10.2307/254940				7	Business; Management	Business & Economics	CFV06	WOS:A1964CFV0600005					2019-01-18	
J	GOETZ, BE				GOETZ, BE			MANAGEMENT PERSPECTIVE - GASTRO-ECONOMIC CYCLES	ACADEMY OF MANAGEMENT JOURNAL			English	Article																	0	0	0	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	4					315	316		10.2307/254941				2	Business; Management	Business & Economics	CFV06	WOS:A1964CFV0600006					2019-01-18	
J	SUOJANEN, WW				SUOJANEN, WW			MANAGEMENT THEORY - FUNCTIONAL AND EVOLUTIONARY	ACADEMY OF MANAGEMENT JOURNAL			English	Article																KOCH EG, 1961, HARVARD BUSINESS MAR, P162; KOONTZ H, 1961, J ACADEMY MANAGEMENT, P175; MAYR E, 1961, SCIENCE         1110, P1501; STIGLER GJ, 1949, THEORY PRICE, P67; SUOJANEN WW, 1961, J ACADEMY MANAGE AUG, P116; THOMPSON VA, 1961, MODERN ORGANIZATIONS, P12; WEISS P, 1962, SCIENCE         0511, P470	7	3	3	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1963	6	1					7	17		10.2307/254873				11	Business; Management	Business & Economics	CFU99	WOS:A1963CFU9900001					2019-01-18	
J	GOLEMBIEWSKI, RT				GOLEMBIEWSKI, RT			THE ASSIGNMENT PROBLEM - MANAGING A MANAGEMENT COURSE	ACADEMY OF MANAGEMENT JOURNAL			English	Article																ADORNO TW, 1950, AUTHORITARIAN PERSON, P255; CROXTON FE, 1939, APPLIED GENERAL STAT, P333; Dalton M, 1948, APPL ANTHROPOL, V7, P5; DITTES JE, 1956, J ABNORM SOC PSYCH, V53, P100, DOI 10.1037/h0047855; GOLEMBIEWSKI, SMALL GROUP, P216; GOLEMBIEWSKI RT, 1961, PERSONNEL, V38, P34; GOLEMBIEWSKI RT, 1962, SMALL GROUP ANAL RES, P213; KATES SL, 1959, HUM RELAT, V12, P277, DOI 10.1177/001872675901200306; SCHRAMM W, 1961, TELEVISION LIVES OUR, P120; Schutz WC, 1955, HUM RELAT, V8, P429, DOI 10.1177/001872675500800404; Shils Edward, 1954, STUDIES SCOPE METHOD, P24; TAYLOR FW, 1913, PRINCIPLES SCI MANAG, P59; VANZELST RH, 1952, J ABNORM SOC PSYCH, V47, P299, DOI 10.1037/h0062668; ZELST RH, 1952, PERSONNEL PSYCHOL, V5, P175	14	0	0	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1963	6	1					18	35		10.2307/254874				18	Business; Management	Business & Economics	CFU99	WOS:A1963CFU9900002					2019-01-18	
J	LITZINGER, WD				LITZINGER, WD			ENTREPRENEURIAL PROTOTYPE IN BANK MANAGEMENT - A COMPARATIVE-STUDY OF BRANCH BANK MANAGERS	ACADEMY OF MANAGEMENT JOURNAL			English	Article																ARGYRIS C, 1954, HARVARD BUSINESS REV, V32, P63; CERAMI CA, 1961, NATIONS BUSINESS JAN, P66; COLE AH, 1959, BUSINESS ENTERPRISE, P6; HARTMANN H, 1959, ADMIN SCI QUART, V3, P429, DOI 10.2307/2390809; MCMURRY RN, 1958, ADMIN SCI QUART, V3, P87, DOI 10.2307/2390606; MOOD AM, 1954, ANN MATH STAT, V25, P514, DOI 10.1214/aoms/1177728719; Odiorne G.S., 1961, MANAGERS MAKE THINGS; 1960, ANN REPORT FEDERAL D, P45; 1961, 52ND ANN REP SUP BAN, P9; 1960, MOTIVE PATTERNS MANA; 1960, MANUAL SURVEY INTERP; 1960, MANUAL LEADERSHIP OP	12	4	4	0	2	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1963	6	1					36	45		10.2307/254875				10	Business; Management	Business & Economics	CFU99	WOS:A1963CFU9900003					2019-01-18	
J	FRENCH, W				FRENCH, W			PROCESSES VIS-A-VIS SYSTEMS - TOWARD A MODEL OF THE ENTERPRISE AND ADMINISTRATION	ACADEMY OF MANAGEMENT JOURNAL			English	Article																ALLPORT F, 1955, THEORIES PERCEPTION, P469; ARGYRIS C, 1954, ORG BANK, P9; BAKKE, 1953, FUSION PROCESS; BAKKE EW, 1959, MOD ORGANIZATION, P37; BAKKE EW, HUMAN RESOURCES FUNC, V21, P3; BAKKE EW, 1954, ORG STRUCTURE DYNAMI, P10; BARNARD CI, 1958, FUNCTIONS EXECUTIVE, P65; BEER S, 1959, CYBERNETICS MANAGEME; BREWER SH, 1961, CALIF MANAGE REV, V3, P52, DOI 10.2307/41165453; BREWER SH, 1960, U WASHINGTON MANAGEM, V2; Chapple ED, 1961, MEASURE MANAGEMENT; Drucker Peter F., 1962, FORTUNE          APR, V45, P103; FAYOL H, 1961, GENERAL IND MANAGEME, P3; Forrester J. W, 1961, IND DYNAMICS; FORRESTER JW, 1958, HARVARD BUS REV, V36, P37; GAGNE RM, 1962, PSYCHOL PRINCIPLES S; GILSON TQ, 1959, IND LABOR RELATIONS, V10, P284; Grinker R. R., 1956, UNIFIED THEORY HUMAN; GUEST RH, 1962, ORG CHANGE EFFECT SU, P139; Johnson R. A., 1963, THEORY MANAGEMENT SY; KATZELL RA, 1962, AM PSYCHOL, V17, P105; KELLY GA, 1955, PSYCHOL PERSONAL CON, V1, P6; KOONTZ H, 1961, J ACAD MANAGEMENT, V4, P174; KOONTZ H, 1959, PRINCIPLES MANAGEMEN, P35; LEAVITT HJ, 1962, MANAGEMENT INT   JAN, P22; LEBRETON PP, 1961, PLANNING THEORY, P3; LEWIN K, 1951, FIELD THEORY SOCIAL, P57; LUNDBERG CC, 1962, J ACADEMY MANAGEMENT, V5, P168; MURPHY G, 1947, PERSONALITY BIOSOCIA, P1; NEWELL A, 1956, IRE T INFORMATIO IT2, P61; NEWMAN WH, 1961, PROCESS MANAGEMENT, P9; NEWMAN WH, 1950, ADM ACTION, P5; Optner S., 1960, SYSTEMS ANAL BUSINES; PARSONS T, 1956, ADM SCI Q, V1, P62; Parsons T., 1953, WORKING PAPERS THEOR; PRESTHUS RV, 1958, ADM SCI Q, V3, P50; SALVESON ME, 1958, MANAGEMENT SCI, V4, P212; SAMUELSON P, 1961, EC INTRO ANAL, P5; Scanlon JN, 1948, IND LABOR RELAT REV, V2, P58, DOI 10.2307/2519257; SCOTT WG, 1961, J ACADEMY MANAGEMENT, V4, P15; SECKLERHUDSON C, 1959, READINGS MANAGEMENT, P22; STOREY JH, 1954, WEB LIFE; TERRY GR, 1953, PRINCIPLES MANAGEMEN, P5; VANBERTALANFFY L, 1950, SCIENCE, V111, P23	44	1	1	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1963	6	1					46	57		10.2307/254876				12	Business; Management	Business & Economics	CFU99	WOS:A1963CFU9900004					2019-01-18	
J	HILL, LS				HILL, LS			THE APPLICATION OF QUEUING THEORY TO THE SPAN OF CONTROL	ACADEMY OF MANAGEMENT JOURNAL			English	Article																BULLINGER CE, 1962, J IND ENG, V13, P3; CARSON GB, 1958, PRODUCTION HDB; D'Arcy J., 2014, IND ORG MANAGEMENT, V22, P474, DOI 10.1108/IMCS-08-2013-0057; DAVIS RC, 1940, INFLUENCE UNIT SUPER; Haire M., 1959, MODERN ORG THEORY; HAYNES WW, 1961, MANAGEMENT ANAL CONC; HILL LS, 1962, J MACHINE ACCOUNTING, V13, P45; MCCLOSKEY JF, 1956, OPERATIONS RES MANAG; PECK LG, 1958, ORSA PUBLICATIONS OP, V2; PETERSON E, 1958, BUSINESS ORG MANAGEM; ROWE AJ, 1961, AEROSPACE MANAGEMENT, V4, P66; YODER D, 1944, PERSONNEL MANAGEMENT; 1954, MANAGEMENT PROCESS	13	1	1	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1963	6	1					58	69		10.2307/254877				12	Business; Management	Business & Economics	CFU99	WOS:A1963CFU9900005					2019-01-18	
J	HICKS, HG; GRAVES, BB				HICKS, HG; GRAVES, BB			IS THERE AN ORGANIZATIONAL MULTIPLIER	ACADEMY OF MANAGEMENT JOURNAL			English	Article																CARPENDALE BMM, 1961, ADV MANAGEMENT   FEB, P4; FISCH GG, 1961, HARVARD BUSINESS SEP, P67; Parkinson Cyril N., 1957, PARKINSONS LAW; WEISMAN RL, 1945, SMALL BUSINESS VENTU, P15	4	0	0	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1963	6	1					70	78		10.2307/254878				9	Business; Management	Business & Economics	CFU99	WOS:A1963CFU9900006					2019-01-18	
